23.9,6198.2,6198.2,6054.3
24,6219.3,6219.3,6063.5
24.1,6240.4,6240.4,6072.5
24.2,6261.5,6261.5,6081.4
24.3,6282.6,6282.6,6090.3
24.4,6303.6,6303.6,6099
24.5,6324.6,6324.6,6107.6
24.6,6345.6,6345.6,6116.1
24.7,6366.5,6366.5,6124.5
24.8,6387.4,6387.4,6132.8
24.9,6408.3,6408.3,6141
25,6429.2,6429.2,6149.1
25.1,6450.1,6450.1,6157
25.2,6470.9,6470.9,6164.9
25.3,6491.7,6491.7,6172.7
25.4,6512.5,6512.5,6180.3
25.5,6533.2,6533.2,6187.8
25.6,6553.9,6553.9,6195.3
25.7,6574.6,6574.6,6202.6
25.8,6595.3,6595.3,6209.8
25.9,6616,6616,6216.9
26,6636.6,6636.6,6224
26.1,6657.2,6657.2,6230.9
26.2,6677.8,6677.8,6237.7
26.3,6698.4,6698.4,6244.3
26.4,6719,6719,6250.9
26.5,6739.5,6739.5,6257.4
26.6,6760,6760,6263.8
26.7,6780.5,6780.5,6270.1
26.8,6801,6801,6276.2
26.9,6821.4,6821.4,6282.3
27,6841.8,6841.8,6288.3
27.1,6862.3,6862.3,6294.1
27.2,6882.6,6882.6,6299.9
27.3,6903,6903,6305.5
27.4,6923.4,6923.4,6311.1
27.5,6943.7,6943.7,6316.5
27.6,6964,6964,6321.9
27.7,6984.3,6984.3,6327.1
27.8,7004.6,7004.6,6332.2
27.9,7024.8,7024.8,6337.3
28,7045,7045,6342.2
28.1,7065.3,7065.3,6347
28.2,7085.5,7085.5,6351.8
28.3,7105.6,7105.6,6356.4
28.4,7125.8,7125.8,6360.9
28.5,7145.9,7145.9,6365.3
28.6,7166.1,7166.1,6369.6
28.7,7186.2,7186.2,6373.8
28.8,7206.3,7206.3,6378
28.9,7226.3,7226.3,6382
29,7246.4,7246.4,6385.9
29.1,7266.4,7266.4,6389.7
29.2,7286.4,7286.4,6393.4
29.3,7306.4,7306.4,6397
29.4,7326.4,7326.4,6400.5
29.5,7346.4,7346.4,6403.9
29.6,7366.3,7366.3,6407.2
29.7,7386.3,7386.3,6410.4
29.8,7406.2,7406.2,6413.5
29.9,7426.1,7426.1,6416.5
30,7446,7446,6419.4
30.1,7465.8,7465.8,6422.2
30.2,7485.7,7485.7,6424.9
30.3,7505.5,7505.5,6427.5
30.4,7525.3,7525.3,6430
30.5,7545.1,7545.1,6432.4
30.6,7564.9,7564.9,6434.7
30.7,7584.7,7584.7,6436.9
30.8,7604.4,7604.4,6439
30.9,7624.1,7624.1,6441
31,7643.9,7643.9,6442.9
31.1,7663.6,7663.6,6444.7
31.2,7683.2,7683.2,6446.4
31.3,7702.9,7702.9,6448
31.4,7722.6,7722.6,6449.5
31.5,7742.2,7742.2,6450.9
31.6,7761.8,7761.8,6452.2
31.7,7781.4,7781.4,6453.4
31.8,7801,7801,6454.5
31.9,7820.6,7820.6,6455.5
32,7840.1,7840.1,6456.4
32.1,7859.7,7859.7,6457.2
32.2,7879.2,7879.2,6457.9
32.3,7898.7,7898.7,6458.5
32.4,7918.2,7918.2,6459
32.5,7937.7,7937.7,6459.5
32.6,7957.2,7957.2,6459.8
32.7,7976.6,7976.6,6460
32.8,7996,7996,6460.1
32.9,8015.5,8015.5,6460.1
33,8034.9,8034.9,6460
33.1,8054.3,8054.3,6459.9
33.2,8073.6,8073.6,6459.6
33.3,8093,8093,6459.2
33.4,8112.3,8112.3,6458.8
33.5,8131.7,8131.7,6458.2
33.6,8151,8151,6457.5
33.7,8170.3,8170.3,6456.8
33.8,8189.6,8189.6,6455.9
33.9,8208.8,8208.8,6454.9
34,8228.1,8228.1,6453.9
34.1,8247.3,8247.3,6452.7
34.2,8266.6,8266.6,6451.5
34.3,8285.8,8285.8,6450.1
34.4,8305,8305,6448.7
34.5,8324.2,8324.2,6447.2
34.6,8343.3,8343.3,6445.5
34.7,8362.5,8362.5,6443.8
34.8,8381.6,8381.6,6442
34.9,8400.7,8400.7,6440
35,8419.9,8419.9,6438
35.1,8438.9,8438.9,6435.9
35.2,8458,8458,6433.7
35.3,8477.1,8477.1,6431.4
35.4,8496.2,8496.2,6429
35.5,8515.2,8515.2,6426.5
35.6,8534.2,8534.2,6423.9
35.7,8553.2,8553.2,6421.2
35.8,8572.2,8572.2,6418.4
35.9,8591.2,8591.2,6415.5
36,8610.2,8610.2,6412.5
36.1,8629.1,8629.1,6409.4
36.2,8648.1,8648.1,6406.2
36.3,8667,8667,6403
36.4,8685.9,8685.9,6399.6
36.5,8704.8,8704.8,6396.1
36.6,8723.7,8723.7,6392.6
36.7,8742.6,8742.6,6388.9
36.8,8761.4,8761.4,6385.2
36.9,8780.3,8780.3,6381.3
37,8799.1,8799.1,6377.4
37.1,8817.9,8817.9,6373.3
37.2,8836.7,8836.7,6369.2
37.3,8855.5,8855.5,6365
37.4,8874.3,8874.3,6360.7
37.5,8893,8893,6356.3
37.6,8911.8,8911.8,6351.7
37.7,8930.5,8930.5,6347.1
37.8,8949.2,8949.2,6342.4
37.9,8967.9,8967.9,6337.6
38,8986.6,8986.6,6332.8
38.1,9005.3,9005.3,6327.8
38.2,9023.9,9023.9,6322.7
38.3,9042.6,9042.6,6317.5
38.4,9061.2,9061.2,6312.3
38.5,9079.9,9079.9,6306.9
38.6,9098.5,9098.5,6301.5
38.7,9117.1,9117.1,6295.9
38.8,9135.6,9135.6,6290.3
38.9,9154.2,9154.2,6284.5
39,9172.7,9172.7,6278.7
39.1,9191.3,9191.3,6272.8
39.2,9209.8,9209.8,6266.8
39.3,9228.3,9228.3,6260.7
39.4,9246.8,9246.8,6254.4
39.5,9265.3,9265.3,6248.2
39.6,9283.8,9283.8,6241.8
39.7,9302.2,9302.2,6235.3
39.8,9320.7,9320.7,6228.7
39.9,9339.1,9339.1,6222
40,9357.5,9357.5,6215.3
40.1,9375.9,9375.9,6208.4
40.2,9394.3,9394.3,6201.5
40.3,9412.7,9412.7,6194.4
40.4,9431,9431,6187.3
40.5,9449.4,9449.4,6180.1
40.6,9467.7,9467.7,6172.7
40.7,9486,9486,6165.3
40.8,9504.3,9504.3,6157.8
40.9,9522.6,9522.6,6150.2
41,9540.9,9540.9,6142.5
41.1,9559.2,9559.2,6134.8
41.2,9577.4,9577.4,6126.9
41.3,9595.6,9595.6,6118.9
41.4,9613.9,9613.9,6110.9
41.5,9632.1,9632.1,6102.7
41.6,9650.3,9650.3,6094.5
41.7,9668.4,9668.4,6086.1
41.8,9686.6,9686.6,6077.7
41.9,9704.7,9704.7,6069.2
42,9722.9,9722.9,6060.6
42.1,9741,9741,6051.9
42.2,9759.1,9759.1,6043.1
42.3,9777.2,9777.2,6034.2
42.4,9795.3,9795.3,6025.3
42.5,9813.4,9813.4,6016.2
42.6,9831.4,9831.4,6007
42.7,9849.4,9849.4,5997.8
42.8,9867.5,9867.5,5988.5
42.9,9885.5,9885.5,5979
43,9903.5,9903.5,5969.5
43.1,9921.5,9921.5,5959.9
43.2,9939.4,9939.4,5950.2
43.3,9957.4,9957.4,5940.4
43.4,9975.3,9975.3,5930.5
43.5,9993.2,9993.2,5920.6
43.6,10011,10011,5910.5
43.7,10029,10029,5900.4
43.8,10047,10047,5890.1
43.9,10065,10065,5879.8
44,10083,10083,5869.4
44.1,10100,10100,5858.9
44.2,10118,10118,5848.3
44.3,10136,10136,5837.6
44.4,10154,10154,5826.8
44.5,10172,10172,5815.9
44.6,10189,10189,5805
44.7,10207,10207,5793.9
44.8,10225,10225,5782.8
44.9,10243,10243,5771.6
45,10260,10260,5760.3
45.1,10278,10278,5748.9
45.2,10296,10296,5737.4
45.3,10313,10313,5725.8
45.4,10331,10331,5714.1
45.5,10349,10349,5702.4
45.6,10366,10366,5690.5
45.7,10384,10384,5678.6
45.8,10402,10402,5666.6
45.9,10419,10419,5654.5
46,10437,10437,5642.3
46.1,10454,10454,5630
46.2,10472,10472,5617.6
46.3,10489,10489,5605.2
46.4,10507,10507,5592.6
46.5,10524,10524,5580
46.6,10542,10542,5567.3
46.7,10559,10559,5554.5
46.8,10577,10577,5541.6
46.9,10594,10594,5528.6
47,10611,10611,5515.6
47.1,10629,10629,5502.4
47.2,10646,10646,5489.2
47.3,10664,10664,5475.8
47.4,10681,10681,5462.4
47.5,10698,10698,5448.9
47.6,10716,10716,5435.4
47.7,10733,10733,5421.7
47.8,10750,10750,5407.9
47.9,10767,10767,5394.1
48,10785,10785,5380.2
48.1,10802,10802,5366.2
48.2,10819,10819,5352.1
48.3,10836,10836,5337.9
48.4,10854,10854,5323.6
48.5,10871,10871,5309.3
48.6,10888,10888,5294.8
48.7,10905,10905,5280.3
48.8,10922,10922,5265.7
48.9,10939,10939,5251
49,10956,10956,5236.2
49.1,10973,10973,5221.4
49.2,10991,10991,5206.4
49.3,11008,11008,5191.4
49.4,11025,11025,5176.3
49.5,11042,11042,5161.1
49.6,11059,11059,5145.8
49.7,11076,11076,5130.5
49.8,11093,11093,5115
49.9,11110,11110,5099.5
50,11126,11126,5083.9
50.1,11143,11143,5068.2
50.2,11160,11160,5052.4
50.3,11177,11177,5036.6
50.4,11194,11194,5020.7
50.5,11211,11211,5004.6
50.6,11228,11228,4988.5
50.7,11245,11245,4972.3
50.8,11261,11261,4956.1
50.9,11278,11278,4939.7
51,11295,11295,4923.3
51.1,11312,11312,4906.8
51.2,11328,11328,4890.2
51.3,11345,11345,4873.5
51.4,11362,11362,4856.8
51.5,11378,11378,4839.9
51.6,11395,11395,4823
51.7,11412,11412,4806
51.8,11428,11428,4788.9
51.9,11445,11445,4771.8
52,11462,11462,4754.6
52.1,11478,11478,4737.2
52.2,11495,11495,4719.8
52.3,11511,11511,4702.4
52.4,11528,11528,4684.8
52.5,11544,11544,4667.2
52.6,11561,11561,4649.5
52.7,11577,11577,4631.7
52.8,11594,11594,4613.8
52.9,11610,11610,4595.9
53,11627,11627,4577.8
53.1,11643,11643,4559.7
53.2,11659,11659,4541.5
53.3,11676,11676,4523.3
53.4,11692,11692,4504.9
53.5,11708,11708,4486.5
53.6,11725,11725,4468
53.7,11741,11741,4449.5
53.8,11757,11757,4430.8
53.9,11774,11774,4412.1
54,11790,11790,4393.3
54.1,11806,11806,4374.4
54.2,11822,11822,4355.5
54.3,11838,11838,4336.4
54.4,11854,11854,4317.3
54.5,11871,11871,4298.1
54.6,11887,11887,4278.9
54.7,11903,11903,4259.5
54.8,11919,11919,4240.1
54.9,11935,11935,4220.7
55,11951,11951,4201.1
55.1,11967,11967,4181.5
55.2,11983,11983,4161.8
55.3,11999,11999,4142
55.4,12015,12015,4122.1
55.5,12031,12031,4102.2
55.6,12047,12047,4082.2
55.7,12063,12063,4062.1
55.8,12079,12079,4042
55.9,12095,12095,4021.8
56,12110,12110,4001.5
56.1,12126,12126,3981.1
56.2,12142,12142,3960.7
56.3,12158,12158,3940.2
56.4,12174,12174,3919.6
56.5,12189,12189,3898.9
56.6,12205,12205,3878.2
56.7,12221,12221,3857.4
56.8,12236,12236,3836.5
56.9,12252,12252,3815.6
57,12268,12268,3794.6
57.1,12283,12283,3773.5
57.2,12299,12299,3752.4
57.3,12315,12315,3731.2
57.4,12330,12330,3709.9
57.5,12346,12346,3688.5
57.6,12361,12361,3667.1
57.7,12377,12377,3645.6
57.8,12392,12392,3624.1
57.9,12408,12408,3602.5
58,12423,12423,3580.8
58.1,12438,12438,3559
58.2,12454,12454,3537.2
58.3,12469,12469,3515.3
58.4,12485,12485,3493.3
58.5,12500,12500,3471.3
58.6,12515,12515,3449.2
58.7,12530,12530,3427.1
58.8,12546,12546,3404.8
58.9,12561,12561,3382.5
59,12576,12576,3360.2
59.1,12591,12591,3337.8
59.2,12606,12606,3315.3
59.3,12622,12622,3292.7
59.4,12637,12637,3270.1
59.5,12652,12652,3247.5
59.6,12667,12667,3224.7
59.7,12682,12682,3201.9
59.8,12697,12697,3179
59.9,12712,12712,3156.1
60,12727,12727,3133.1
60.1,12742,12742,3110.1
60.2,12757,12757,3087
60.3,12772,12772,3063.8
60.4,12787,12787,3040.5
60.5,12801,12801,3017.2
60.6,12816,12816,2993.9
60.7,12831,12831,2970.5
60.8,12846,12846,2947
60.9,12861,12861,2923.4
61,12875,12875,2899.8
61.1,12890,12890,2876.2
61.2,12905,12905,2852.5
61.3,12920,12920,2828.7
61.4,12934,12934,2804.8
61.5,12949,12949,2780.9
61.6,12963,12963,2757
61.7,12978,12978,2733
61.8,12993,12993,2708.9
61.9,13007,13007,2684.8
62,13022,13022,2660.6
62.1,13036,13036,2636.4
62.2,13050,13050,2612.1
62.3,13065,13065,2587.7
62.4,13079,13079,2563.3
62.5,13094,13094,2538.8
62.6,13108,13108,2514.3
62.7,13122,13122,2489.7
62.8,13137,13137,2465.1
62.9,13151,13151,2440.4
63,13165,13165,2415.7
63.1,13179,13179,2390.9
63.2,13194,13194,2366
63.3,13208,13208,2341.1
63.4,13222,13222,2316.2
63.5,13236,13236,2291.2
63.6,13250,13250,2266.1
63.7,13264,13264,2241
63.8,13278,13278,2215.8
63.9,13292,13292,2190.6
64,13306,13306,2165.3
64.1,13320,13320,2140
64.2,13334,13334,2114.6
64.3,13348,13348,2089.2
64.4,13362,13362,2063.7
64.5,13376,13376,2038.2
64.6,13390,13390,2012.7
64.7,13403,13403,1987
64.8,13417,13417,1961.4
64.9,13431,13431,1935.6
65,13445,13445,1909.9
65.1,13458,13458,1884
65.2,13472,13472,1858.2
65.3,13486,13486,1832.3
65.4,13499,13499,1806.3
65.5,13513,13513,1780.3
65.6,13527,13527,1754.2
65.7,13540,13540,1728.1
65.8,13554,13554,1702
65.9,13567,13567,1675.8
66,13581,13581,1649.5
66.1,13594,13594,1623.3
66.2,13608,13608,1596.9
66.3,13621,13621,1570.5
66.4,13634,13634,1544.1
66.5,13648,13648,1517.7
66.6,13661,13661,1491.1
66.7,13674,13674,1464.6
66.8,13687,13687,1438
66.9,13701,13701,1411.3
67,13714,13714,1384.6
67.1,13727,13727,1357.9
67.2,13740,13740,1331.1
67.3,13753,13753,1304.3
67.4,13766,13766,1277.5
67.5,13779,13779,1250.6
67.6,13793,13793,1223.6
67.7,13806,13806,1196.6
67.8,13818,13818,1169.6
67.9,13831,13831,1142.5
68,13844,13844,1115.4
68.1,13857,13857,1088.3
68.2,13870,13870,1061.1
68.3,13883,13883,1033.9
68.4,13896,13896,1006.6
68.5,13909,13909,979.29
68.6,13921,13921,951.95
68.7,13934,13934,924.56
68.8,13947,13947,897.14
68.9,13959,13959,869.67
69,13972,13972,842.17
69.1,13985,13985,814.63
69.2,13997,13997,787.06
69.3,14010,14010,759.44
69.4,14022,14022,731.79
69.5,14035,14035,704.1
69.6,14047,14047,676.38
69.7,14060,14060,648.61
69.8,14072,14072,620.82
